S.no.,Feed_T,Feed_P,x_F(B),Stages,Feed_Stage,RR,W,Qc_kW,Qr_kW,x_D(B),x_W(T)
1309,359.7473843,177892.1993,0.428031316,19,13,4.122657262,43.82246081,6232.846644,6279.228699,0.754368863,0.990312155
1310,357.5886084,179287.7461,0.535458564,10,4,4.003266044,42.67293951,6195.275295,6251.198421,0.908746075,0.966017921
1311,357.4316289,170640.4259,0.40568638,19,14,1.759145782,58.98105217,4421.532802,4479.74652,0.922113432,0.953467849
1312,360.7527989,157620.7295,0.535211406,16,11,3.689222655,47.95909131,5536.647038,5600.257718,0.986621783,0.954618688
1313,357.2542502,178345.9055,0.505144682,12,10,3.050234421,56.76192302,4646.538331,4685.940578,0.937704438,0.824355289
1314,358.3177682,172074.4312,0.54258453,12,3,2.71463078,59.72956433,4320.441665,4348.650137,0.946044347,0.729433236
1315,358.5539074,128375.8197,0.535996047,11,3,4.288656188,41.19161151,6365.158564,6422.64003,0.900582698,0.984516568
1316,363.001023,127319.045,0.450736553,12,10,3.546269366,54.3259718,5006.053508,5042.843669,0.83020246,0.868295688
1317,355.9500765,101603.0393,0.475775112,12,10,4.552682196,42.36088445,6400.072892,6432.161832,0.749146157,0.896192221
1318,363.0833344,181988.2886,0.578912956,16,14,3.183069778,40.85484446,6423.018055,6460.214964,0.882555178,0.860666896
1319,361.6666565,106476.9966,0.449371555,11,9,3.500882642,55.2517947,4898.893311,4935.719334,0.837004017,0.86457041
1320,355.8628672,193468.2895,0.451972128,17,2,4.23758072,54.78003041,4907.738775,4954.869585,0.885932175,0.9062544
1321,361.9892945,124337.4146,0.409438855,14,8,2.135431348,44.29643334,6204.942506,6249.1004,0.727659449,0.990729303
1322,362.7345273,126455.6541,0.560031996,17,15,2.612779317,46.52090041,5773.748439,5813.393814,0.913908762,0.846774636
1323,360.8015355,108026.2843,0.477362211,14,7,4.397482074,45.0562688,5988.962477,6046.242143,0.861935893,0.991605006
1324,362.6717134,104838.2495,0.471594791,16,7,4.416264346,45.59159952,5927.894064,5986.700901,0.864511469,0.997306677
1325,363.1451203,141802.0706,0.570090274,13,9,3.658963115,59.54557326,4294.115031,4324.767368,0.997287386,0.720141448
1326,362.0127571,127044.0953,0.416384328,12,10,3.346025727,53.63289533,5134.564834,5168.596705,0.766813246,0.886571054
1327,361.2813471,169959.1604,0.410827093,16,6,4.078357658,48.39253603,5689.739176,5742.915644,0.79467681,0.998523439
1328,360.3691032,126852.9986,0.520628938,19,4,2.953316408,51.22619981,5209.601268,5263.607843,0.967799096,0.905133425
1329,361.2649127,132490.156,0.546641875,18,4,3.018765158,54.38116324,4870.147768,4910.066789,0.970241969,0.808704396
1330,358.1736097,169037.2645,0.413794925,15,7,3.560195102,42.17759889,6453.856036,6496.986808,0.713847938,0.997555796
1331,359.2281026,179580.9499,0.414296985,17,13,2.300494892,42.8796059,6384.013078,6422.7923,0.704468847,0.97224414
1332,360.9259068,147843.9011,0.435620593,10,8,4.613165247,42.97456229,6382.558627,6411.971878,0.694221352,0.907531743
1333,357.3343444,134322.1317,0.473432728,10,6,2.156196268,50.50719478,5367.026835,5418.905784,0.890423226,0.935182907
1334,361.5062193,118093.0978,0.543070797,19,15,3.950004077,58.12315042,4442.603708,4481.581073,0.999878578,0.786052292
1335,360.6417217,190384.4268,0.43430272,20,9,1.627880396,57.47800363,4516.848304,4587.609846,0.99393565,0.979711475
1336,357.1401314,150065.9079,0.489785823,11,9,4.060123192,44.82130149,6085.045593,6119.642793,0.793068874,0.883580489
1337,363.1326142,156169.6427,0.440814634,18,11,2.596964631,55.15317787,4798.591268,4866.082894,0.959241877,0.980735224
1338,357.9478362,146528.7785,0.592272865,18,6,1.805047514,53.41034957,4951.08178,4985.914068,0.991913628,0.756332295
1339,357.6945164,125182.5284,0.453163679,15,2,3.769407943,50.06975612,5416.74939,5476.342169,0.888136055,0.980596709
1340,356.6154806,184970.8047,0.592678393,13,11,4.956709803,57.36546134,4525.629043,4555.18188,0.997183521,0.70795354
1341,360.5873184,191175.9921,0.495469796,12,10,3.755902196,40.42665801,6603.923726,6635.980313,0.759998597,0.894343895
1342,363.9833221,148051.4851,0.460965737,18,14,2.342408293,46.86438892,5823.002759,5872.405913,0.83108171,0.958677809
1343,361.836135,117978.841,0.418749904,15,13,3.543304467,56.18261334,4828.229789,4863.504451,0.798070409,0.877085982
1344,357.5934086,104118.4406,0.586357124,14,8,1.799895392,56.70691791,4595.825677,4627.515027,0.996889165,0.727064907
1345,363.396775,136897.1964,0.582193053,17,8,3.610396742,59.81793112,4265.45084,4293.511215,0.997021102,0.696463346
1346,356.6717434,131227.1745,0.427264323,13,6,1.872019581,54.47331261,4915.638888,4978.115339,0.913425157,0.979050095
1347,358.4661008,177721.6643,0.465625188,16,12,2.055010157,54.73095814,4856.984952,4913.853917,0.945772663,0.931514143
1348,362.9085554,195768.4106,0.496071606,17,15,2.859505398,54.33484419,4940.846329,4980.402564,0.902464749,0.845477292
1349,359.0007246,128320.0391,0.408878798,19,7,3.698219009,57.20752879,4586.491863,4656.297297,0.950951267,0.996603155
1350,357.5494932,196462.2507,0.557359548,11,6,4.694262834,51.03331673,5213.521487,5260.25467,0.98305947,0.851101327
1351,357.5707582,197768.661,0.50317693,18,16,1.697069092,47.70256433,5719.47124,5756.81104,0.842982431,0.869359779
1352,364.9533362,198292.4303,0.570459996,16,6,3.901600175,56.33509425,4641.557096,4676.11753,0.990619487,0.755202449
1353,361.2462652,101542.1549,0.519331122,11,9,1.798306319,58.60514236,4424.653143,4462.031622,0.964285631,0.794955778
1354,361.0128935,200831.7273,0.484326052,17,10,3.656060139,43.31649367,6192.490655,6247.96935,0.849174195,0.993110376
1355,361.4017704,196429.4837,0.413878019,15,13,3.947546383,58.21377852,4594.030159,4629.543859,0.81186114,0.871796803
1356,355.0215934,191562.3037,0.526792804,16,12,2.323992398,40.06630308,6543.258237,6591.947507,0.852936351,0.961073234
1357,357.2825219,167674.7899,0.52659798,16,14,2.367958408,51.37139673,5247.543419,5287.649345,0.91642712,0.842417615
1358,361.697973,148771.6951,0.5407975,13,3,2.309155016,51.9777385,5148.195387,5190.297652,0.949819133,0.837097814
1359,355.711681,113546.9421,0.495791925,20,10,2.999177639,55.38616362,4734.443996,4792.281641,0.998437577,0.909091704
1360,356.9357322,200664.2292,0.44801206,12,6,2.206155539,53.94934349,4956.861277,5017.839964,0.929421202,0.962914295
1361,364.3867523,200448.9337,0.532666099,20,16,1.511245708,47.77906106,5582.314271,5640.838238,0.963874248,0.938630194
1362,364.6688208,121964.4369,0.458697453,18,8,1.688534748,45.1639214,6004.859705,6060.922252,0.835469181,0.998762471
1363,358.386419,130321.5914,0.568733372,16,5,4.837279209,56.1194874,4671.27879,4705.433161,0.983780884,0.755797347
1364,359.0469807,190687.944,0.45487148,15,10,1.840393024,47.47232519,5744.313495,5797.804311,0.843322447,0.974945808
1365,358.6482604,144267.7387,0.483808322,12,10,1.830885446,47.62016474,5758.295502,5794.246448,0.81229155,0.877507046
1366,361.1656446,117378.2391,0.429634066,15,11,3.234650321,47.91894651,5746.234803,5792.693169,0.790041021,0.96207684
1367,363.7741209,102433.8544,0.55105354,11,6,2.403318497,55.4462878,4741.315277,4780.954372,0.985398911,0.79796349
1368,361.2096403,110335.2398,0.537636986,18,12,1.571065641,56.1911473,4647.90659,4692.024735,0.999540058,0.822481015
1369,361.178634,128055.5376,0.528448378,16,8,4.40393199,52.51952855,5041.603617,5096.426971,0.995731706,0.89400082
1370,360.1096964,158815.095,0.538151509,12,8,2.047544228,45.4775521,5861.02384,5916.188885,0.93613237,0.938982589
1371,359.6789264,139959.9864,0.558803511,16,2,2.531498349,40.04449655,6455.509707,6516.293403,0.927882455,0.993789624
1372,362.6968122,174556.5392,0.578342882,12,8,4.637616864,49.67421853,5348.167715,5393.843204,0.991872408,0.840610796
1373,362.7928095,156071.575,0.520389157,17,13,4.12057935,59.71567986,4274.007532,4314.971691,0.999500482,0.802820325
1374,357.3659577,143322.8586,0.479860917,11,9,2.173546277,42.7122401,6352.28722,6384.844519,0.758222663,0.893491564
1375,355.4227661,176108.7163,0.444102753,12,5,1.926490829,42.30312013,6390.736714,6438.043052,0.765252504,0.993910768
1376,364.0566781,125241.8496,0.514141041,14,4,3.211511307,45.59489932,5845.115654,5910.320359,0.938978924,0.992787325
1377,358.15988,137011.0636,0.512792353,15,10,2.895627892,46.03855468,5814.846775,5874.337155,0.923701752,0.968831478
1378,360.1568382,165283.6021,0.486236753,19,4,4.553391496,41.44547628,6417.64177,6471.504457,0.830353742,0.999934675
1379,363.8739258,146898.7946,0.595294857,18,12,3.907110622,51.78588223,5115.099578,5153.515626,0.999705883,0.78122322
1380,364.3224173,118084.1137,0.524284856,15,4,3.444484237,49.13963989,5432.32789,5491.000797,0.967925313,0.934890537
1381,359.3381691,160208.5009,0.582446695,12,3,2.118918186,40.59172539,6363.746192,6421.500944,0.953767302,0.961001912
1382,362.0253268,137157.0916,0.477957965,17,3,3.482045234,48.49451325,5548.270569,5614.315388,0.925486956,0.997357632
1383,363.6025164,107323.2728,0.571662305,14,8,2.885760686,58.72462492,4381.935118,4413.409091,0.996571092,0.726990425
1384,361.0304844,118659.548,0.449334488,15,3,3.122617331,52.94798144,5069.980362,5132.138806,0.924018476,0.972491599
1385,362.5375215,124297.3122,0.519624534,15,6,3.602281762,49.14783923,5412.005531,5477.270811,0.985031727,0.961921791
1386,361.3252537,142640.388,0.490510194,11,9,2.948381982,42.18257213,6400.478136,6433.391032,0.768890244,0.891050665
1387,364.57127,170993.3572,0.509334765,18,15,2.534613756,59.83736919,4261.076155,4304.366616,0.999522762,0.819677688
1388,360.1250049,178823.2106,0.580120846,13,10,2.336891458,48.62963137,5461.009055,5508.189222,0.990307229,0.853183399
1389,357.653699,186189.7497,0.544273092,17,8,4.11400051,58.57978387,4397.530195,4434.805941,0.996341477,0.775372509
1390,359.8519561,161435.3941,0.449695427,18,13,2.905760266,43.40130861,6254.484847,6301.615335,0.780180221,0.981282521
1391,359.2855399,179148.2688,0.463470663,18,11,4.69747237,55.69850424,4703.498483,4770.671904,0.996275958,0.960312198
1392,360.1601027,107735.157,0.557952291,12,10,4.265477778,47.17827665,5700.903099,5740.265228,0.915624648,0.842504691
1393,362.8458102,192579.2757,0.423409336,17,3,2.207452827,52.07395556,5205.245136,5268.047068,0.881929786,0.998588017
1394,358.6081808,150724.5216,0.400198349,20,6,4.431898395,50.79883188,5408.066032,5463.867858,0.813171142,0.99978612
1395,357.6920943,116834.9142,0.422790752,15,2,1.894617305,56.69800843,4712.427156,4760.23108,0.870913049,0.919453861
1396,361.0465113,123172.6898,0.599150947,13,9,4.136154146,48.41482781,5476.831378,5520.217356,0.996256066,0.823957776
1397,358.6779978,107140.5619,0.501127954,19,2,2.727476616,43.5335763,6126.756201,6187.173261,0.887320207,0.999793339
1398,360.7279589,158448.6096,0.494579878,14,5,2.952252692,48.91291241,5471.057229,5538.018822,0.954968225,0.986272695
1399,360.327848,141930.388,0.481576412,11,9,1.78783127,43.9484437,6201.54731,6235.045076,0.772454609,0.88940773
1400,356.8481705,116932.7287,0.544863855,13,10,2.638866741,47.57290704,5624.348298,5674.378662,0.946336018,0.897573232
1401,355.7048173,154870.421,0.450993343,13,6,3.930654153,59.67318346,4301.167051,4355.315119,0.9747228,0.902940208
1402,364.2088324,180505.5008,0.532626689,19,4,4.058522643,45.66216745,5800.472923,5867.978988,0.970650232,0.988619919
1403,363.585337,174974.233,0.501611918,19,4,3.632924776,51.39452168,5194.770672,5253.984191,0.964863415,0.936500158
1404,356.1278191,168232.8401,0.582648502,14,12,4.758908554,58.58003647,4395.639278,4425.505621,0.998300354,0.711244871
1405,359.323886,177497.8353,0.453047152,15,7,2.008821468,55.87418327,4701.289788,4767.349845,0.979857299,0.962993435
1406,357.2289699,195808.9643,0.557232042,19,12,4.976890874,54.77484707,4798.05275,4840.18064,0.999651763,0.808054227
1407,359.7325412,142689.6279,0.409917074,12,10,4.046655572,57.72796138,4657.037677,4692.029596,0.799275078,0.875195309
1408,357.594854,132188.6107,0.417594093,16,9,1.805899721,46.68599588,5893.895091,5944.036065,0.77761165,0.993535136
1409,358.3357301,112061.7461,0.588645543,11,6,2.202397234,43.1503633,6063.677035,6117.895841,0.974546626,0.919770486
1410,357.7162304,182833.8125,0.468685872,20,16,2.372666394,40.48285664,6591.348268,6633.978428,0.766240775,0.968773816
1411,363.4462922,136856.4967,0.534043199,17,6,3.469003901,44.92268925,5883.205464,5951.718953,0.967538696,0.997442483
1412,355.2642333,130701.9506,0.599221098,16,9,4.739270076,48.35880567,5480.158357,5524.148579,0.998465007,0.827121779
1413,364.8348378,141520.403,0.4660142,13,4,2.663066346,49.48473362,5455.736508,5519.187012,0.912016105,0.989275814
1414,358.3273263,113244.3508,0.553909795,12,2,3.751183921,58.55601138,4473.041569,4496.651294,0.915500973,0.70201236
1415,359.8171339,172268.8135,0.445169338,15,5,2.873626341,41.93513553,6430.74842,6478.783035,0.766003986,0.999069608
1416,360.193632,184229.9955,0.56530732,11,4,1.587582499,54.19171451,4889.934622,4925.818562,0.970673247,0.777348717
1417,359.6946642,172158.3974,0.463249119,16,7,3.644361693,54.1327835,4884.4426,4953.346051,0.982165676,0.97643376
1418,363.6257795,107389.952,0.531727167,11,9,1.966974072,44.4057466,6072.546555,6109.308366,0.850067654,0.866822639
1419,357.0527044,124494.1915,0.418390455,13,2,3.550757695,54.89144508,4912.483586,4965.135376,0.866991525,0.950259815
1420,358.8012872,163205.2571,0.538586569,13,11,3.486783272,59.96445403,4254.294112,4289.677325,0.992223491,0.764286227
1421,360.3282589,184702.3018,0.587605095,18,16,4.16964395,49.41613921,5386.871406,5428.272457,0.982034901,0.816145233
1422,362.5527178,169018.0074,0.480583629,16,13,2.343284049,54.86995172,4850.415865,4900.305901,0.937122282,0.894915361
1423,364.9900252,123950.153,0.596681039,11,9,2.37820741,48.31084105,5520.895011,5558.94872,0.967886623,0.800482497
1424,359.0705501,137696.8375,0.517175614,15,9,2.590474131,55.90761437,4680.915913,4730.587112,0.996652794,0.860971316
1425,357.2868216,189600.5702,0.569530296,18,10,4.36686722,50.56347937,5245.560908,5293.431301,0.999025401,0.850392223
1426,360.6930009,119732.4576,0.41181548,19,3,4.591026535,40.52829948,6658.000603,6698.849245,0.692441859,0.99997895
1427,360.6792358,200252.5417,0.451413958,19,17,3.2226912,42.08261964,6467.496745,6497.648473,0.710558535,0.905241004
1428,360.7782658,148368.4064,0.435582427,15,12,3.757818524,58.79386474,4452.187083,4499.638825,0.909829911,0.896797594
1429,362.9782918,195799.7144,0.549948724,13,4,4.315618265,48.75303906,5470.566126,5522.169254,0.970616291,0.89223775
1430,359.9782424,107802.0054,0.587533969,19,10,2.42702385,59.27245647,4321.407958,4349.548323,0.99909952,0.695262712
1431,359.8021717,111783.3191,0.598096357,11,7,2.586819428,57.66009857,4498.211052,4525.807827,0.993206707,0.692033797
1432,355.7492424,185716.1308,0.515522355,13,11,2.85918158,53.93224104,4962.238605,5002.209205,0.925766105,0.834899023
1433,363.674554,200764.9344,0.409275255,16,8,2.443061838,52.75840871,5152.508246,5211.944012,0.858546459,0.99301676
1434,362.5555019,147207.5724,0.520959874,16,11,3.863799086,54.9378943,4782.003322,4833.386739,0.998448428,0.87069401
1435,362.8165981,185022.6883,0.404902251,20,16,3.613414249,55.86471272,4820.387095,4870.945822,0.850660801,0.947264273
1436,362.5664501,102344.2369,0.574751232,17,14,2.097834851,41.28125278,6333.463179,6381.222806,0.918819796,0.914654337
1437,355.1622229,104675.5566,0.518439902,20,17,3.993234839,58.34051813,4419.575069,4463.93503,0.999845961,0.825319935
1438,362.179719,160539.7729,0.40849126,15,10,4.59006392,45.36109567,6081.416092,6125.163306,0.733177576,0.982603893
1439,359.165927,202536.5898,0.462566681,13,10,2.4917837,56.36757071,4701.883624,4750.431817,0.923609378,0.894312506
1440,355.9817189,124013.3674,0.562569195,17,8,2.560414917,44.77858189,5863.449939,5929.613703,0.995817108,0.971716687
1441,361.124575,108866.8444,0.5551898,15,6,4.390870679,57.8314241,4483.484572,4518.626351,0.989591391,0.761560078
1442,359.247936,126109.4446,0.476479635,16,8,2.893156694,57.43634216,4521.764542,4578.602698,0.993431331,0.906611528
1443,363.8463784,191979.6705,0.520549897,12,10,4.995130071,55.92626307,4724.721823,4764.267922,0.950002455,0.817888219
1444,363.1106174,135936.2775,0.481490681,16,5,2.486999427,41.97366132,6360.886919,6414.855158,0.829302013,0.999339857
1445,361.5296021,145447.951,0.578570741,10,8,4.566958003,50.83031868,5259.132219,5295.897705,0.96110313,0.791464233
1446,359.8221304,143339.1787,0.572823403,11,3,4.912011258,51.84496419,5157.100806,5192.326019,0.954925153,0.782083265
1447,364.8845416,108139.9527,0.431026982,11,7,4.409931439,59.43523843,4364.779055,4416.256376,0.931274291,0.910393584
1448,356.9504101,178998.0557,0.469479149,12,9,4.313453486,41.46726502,6487.600115,6526.355852,0.760970674,0.94197302
1449,361.8900762,107083.5108,0.409054357,17,13,2.931899878,56.4504456,4742.943779,4794.443528,0.86670739,0.944009033
1450,360.1167191,147899.8109,0.547521146,12,10,2.353907946,50.62520636,5308.445752,5348.378461,0.935386368,0.830764033
1451,364.3653012,177244.8868,0.401807916,14,6,3.226510808,43.96310059,6253.645478,6297.526117,0.714875601,0.997239061
1452,355.4393432,154647.8011,0.415181898,18,16,4.151284885,44.71596674,6200.634854,6229.676764,0.678964512,0.91094248
1453,355.8012569,196320.0721,0.494921759,15,10,4.643585669,42.27583482,6314.574291,6366.269965,0.841503097,0.97830647
1454,363.2707942,143187.7434,0.424246234,12,10,1.592795444,41.15536315,6615.174256,6642.567656,0.661803574,0.915417284
1455,359.6879109,156246.6323,0.553973896,19,17,4.20972125,40.47845026,6508.245767,6543.947796,0.844124137,0.872677617
1456,358.221606,140512.3637,0.455855428,19,11,3.167532604,42.24065067,6375.753704,6425.556093,0.78708061,0.997057835
1457,361.6768168,197813.2616,0.589018516,11,4,2.494280391,58.5913804,4417.771446,4443.095172,0.973398803,0.682636751
1458,357.1623018,165130.3114,0.555377568,19,13,1.612336035,44.46635495,5912.195307,5978.448528,0.983471296,0.979264975
1459,361.7072357,153210.7818,0.592920092,19,9,3.775287937,47.02070351,5621.970975,5671.046877,0.998618103,0.864189088
1460,355.5790512,190755.7062,0.436544889,20,15,4.900728859,45.41814854,6028.668512,6076.680087,0.783262725,0.980127785
1461,359.0128124,132437.3702,0.406402367,15,12,3.077393041,50.95894832,5434.479324,5474.916114,0.762274373,0.936076001
1462,364.9772311,114722.9221,0.595475497,11,8,3.16406618,48.20869343,5511.693661,5554.083433,0.985255181,0.823270536
1463,363.7582904,123391.3127,0.422344356,18,5,4.189806297,58.66996164,4418.785792,4482.065785,0.963117985,0.958603478
1464,360.2979058,102395.5885,0.418328228,13,11,3.86467754,45.48751121,6104.230231,6134.011615,0.690755132,0.908149704
1465,355.5612985,148935.1432,0.437297804,14,12,1.719544241,49.42337089,5608.067811,5641.735841,0.758296529,0.891191191
1466,364.402945,183219.6568,0.467247414,11,6,1.839496084,40.44620471,6589.499891,6634.53502,0.772003177,0.981481026
1467,363.8414219,193924.0123,0.411210531,11,3,4.845291444,45.90296074,6001.523649,6049.290301,0.754908843,0.993840925
1468,361.7081949,189385.3843,0.406773099,12,8,2.988848929,56.38073505,4757.15487,4807.744355,0.858875154,0.942998137
1469,361.120711,194329.4252,0.552242248,19,14,2.685807491,50.01248941,5303.220087,5358.127999,0.999724183,0.89501619
1470,358.1998786,186555.0111,0.550416334,14,12,3.572462008,41.0233777,6448.432311,6484.294177,0.844329794,0.87212379
1471,364.9885027,192106.8259,0.424641998,12,10,1.915188765,59.58180043,4419.354957,4455.729952,0.844227781,0.859990252
1472,364.4813808,168760.7956,0.413523256,13,11,3.142381519,59.90216076,4395.387418,4431.177254,0.829523599,0.86494274
1473,361.9346529,136395.0031,0.40590082,16,3,3.821079972,43.96637839,6244.848762,6290.002277,0.724211663,0.999775288
1474,362.4135674,168602.3033,0.511143036,14,12,3.851918802,42.91307442,6281.693522,6316.575069,0.80655897,0.881846458
1475,359.2561394,163101.4908,0.462039161,10,8,1.558784121,55.23405,4885.84351,4922.972535,0.854658158,0.856169669
1476,361.6179312,161903.8506,0.443751875,16,8,2.706217165,42.72092955,6337.287353,6385.974294,0.772527504,0.997061624
1477,355.4945025,123985.6854,0.408638538,18,5,2.383494152,47.4968315,5803.823359,5855.328965,0.778085763,0.999749754
1478,357.7195445,182485.8342,0.489678913,11,9,1.858349295,53.66354565,5032.163551,5070.630769,0.882404231,0.849424637
1479,357.8327154,130739.2247,0.471972986,20,3,2.771487676,40.59497952,6549.62288,6599.699607,0.794486921,0.99998062
1480,363.5405618,116909.1535,0.43732307,13,11,4.545272454,49.1047512,5646.152535,5679.632304,0.755100202,0.892041111
1481,364.3204392,131971.6424,0.466855733,14,12,3.82335372,43.52795085,6272.587765,6304.873976,0.746922894,0.896496233
1482,359.5913756,102909.4872,0.477273916,12,10,3.869074174,45.50809977,6020.508947,6054.780883,0.78140172,0.886892068
1483,358.4552071,139073.908,0.427961916,19,17,4.925289545,56.33114787,4798.366229,4834.384237,0.815182902,0.872218298
1484,364.1816194,180973.0531,0.456197291,20,9,2.21491958,51.72015294,5183.053504,5251.957169,0.942842374,0.998077278
1485,355.344969,182698.926,0.58850126,18,16,3.952980973,50.39190719,5271.426536,5312.800954,0.992289189,0.809006002
1486,362.7952651,124044.9659,0.560424183,16,5,3.533430416,43.8713339,5976.318376,6042.297943,0.982858014,0.980034594
1487,359.0168835,164815.998,0.5737808,19,17,2.241687195,59.31240068,4316.421737,4347.102834,0.99989731,0.718530043
1488,363.4173351,104140.0731,0.412345705,16,6,2.314061879,45.9120928,5994.517081,6043.758013,0.76143848,0.998911907
1489,364.936996,120488.7554,0.439429081,15,4,3.827490098,40.08960692,6668.145582,6712.342998,0.733174971,0.999548326
1490,359.9131163,145265.7128,0.467789903,14,3,2.236846914,59.0473832,4409.377609,4451.501445,0.927951478,0.851357527
1491,356.1848342,121987.8096,0.547622816,13,11,2.689849955,55.86989487,4699.469728,4738.531003,0.982151855,0.795599813
1492,364.8685504,117818.0629,0.428812709,14,6,3.92932197,52.69774556,5124.708875,5187.324505,0.895440589,0.990039188
1493,355.479962,106222.1039,0.507736895,18,14,3.469921119,47.61708552,5648.319095,5704.118066,0.920430839,0.946262156
1494,357.2322833,122422.1611,0.513791977,12,8,4.744336902,46.51718817,5776.037445,5830.350342,0.912196851,0.944271241
1495,359.5558932,156407.4405,0.52194653,14,10,3.50808541,42.03069559,6310.1362,6360.803093,0.869581888,0.957516863
1496,357.1454064,169938.0443,0.505097893,16,13,3.671894606,50.09955589,5383.151624,5432.691711,0.918009499,0.90617267
1497,355.1937825,138598.9365,0.587871138,19,16,3.776288287,55.08809382,4764.540202,4798.953423,0.99992165,0.748063047
1498,357.0921042,197964.3349,0.583220223,13,11,4.735194353,43.45111853,6105.223697,6143.992525,0.913863113,0.847090577
1499,358.8038395,202060.9479,0.467723905,11,9,3.006996847,51.02901434,5375.0258,5411.495196,0.821802413,0.872074419
1500,356.1012432,139806.6811,0.473607376,18,10,1.754550314,51.04055433,5240.241753,5309.033725,0.957744251,0.990789482
1501,357.8855368,103638.3855,0.403843301,13,10,2.19659359,45.72091763,6070.05691,6105.874015,0.70025392,0.948050257
1502,356.9498177,132590.5414,0.505475479,19,9,2.831103085,59.74731899,4272.644033,4316.666798,0.997348263,0.825906725
1503,355.4264099,139572.685,0.525510532,17,3,4.329961461,46.5011861,5735.046131,5796.142157,0.950043658,0.962907519
1504,356.6603148,181880.2277,0.445809958,18,12,2.015832796,55.83428781,4716.579896,4782.45143,0.968643418,0.96775871
1505,363.3835052,148200.141,0.521298785,10,7,1.797943247,58.96993156,4374.658261,4412.957218,0.976377711,0.795335795
1506,358.1088726,162729.6862,0.594685301,18,16,1.976386659,52.60623624,5028.241764,5065.283796,0.999545997,0.770059898
1507,355.9762204,193273.9931,0.571878466,19,15,3.266140322,54.06893644,4872.688385,4912.611533,0.999893794,0.791716613
1508,357.4572334,156112.5489,0.474572244,16,14,4.053807632,43.62738845,6249.626947,6282.546403,0.759460376,0.89354257
1509,362.7232553,197729.2372,0.484564524,13,11,3.735967504,46.97526007,5834.107935,5869.799632,0.807178496,0.879595716
1510,356.4609257,128749.9893,0.522253936,20,2,2.614647906,44.63043226,5972.073282,6030.64765,0.918945009,0.969890374
1511,360.5936335,176487.0333,0.531179897,11,9,2.47447322,48.67942582,5563.740852,5602.426024,0.891870189,0.849079989
1512,358.0704085,111092.9511,0.540852495,10,3,1.795597881,50.4715465,5315.65976,5359.679719,0.944196451,0.854954723
1513,358.6912139,101776.7349,0.545253464,18,12,3.13931989,45.84689821,5760.753522,5827.627602,0.987119166,0.976666215
1514,359.040095,102758.2827,0.554597403,11,9,3.398375063,49.14023539,5476.089855,5515.364839,0.927944575,0.831814041
1515,356.3058531,197384.4778,0.457144153,15,6,2.95625195,48.53134265,5587.477997,5649.149622,0.884403761,0.995974948
1516,359.9225283,190776.306,0.406754759,15,4,4.433116671,55.49288253,4813.443005,4877.715894,0.904787077,0.992683544
1517,362.3656818,183343.0196,0.563978086,11,9,2.162368328,59.85822181,4267.889803,4298.140099,0.989700699,0.721517577
1518,364.4380645,133715.871,0.445466605,15,4,1.997488926,56.842164,4627.188476,4685.333471,0.949303363,0.937075203
1519,358.8579056,110148.3304,0.567220675,13,5,1.767085737,47.80096836,5557.569854,5609.139919,0.983146402,0.886973474
1520,358.7311228,176697.7958,0.593925064,10,8,4.250226945,52.813351,5028.642414,5061.747281,0.978683304,0.749841269
1521,364.3571447,132404.8228,0.434046889,18,12,2.979654853,56.43430705,4664.770943,4729.524463,0.95581165,0.968740787
1522,362.6825784,175188.403,0.528231322,13,6,4.608008397,59.47591845,4311.01416,4348.616057,0.987007724,0.784357248
1523,362.6064217,202247.7585,0.482308235,19,17,4.338647373,48.69490131,5631.520729,5668.069422,0.82148038,0.875044586
1524,362.8206101,177540.5182,0.574848117,11,7,4.766024478,58.23039221,4438.966946,4469.863329,0.991797058,0.724236143
1525,362.367312,168862.1279,0.453727429,13,11,4.430961689,58.95600572,4454.91517,4492.946974,0.885447619,0.846827549
1526,359.8671074,135485.7816,0.449956967,16,7,1.521602235,47.35348512,5748.525628,5806.796275,0.852097158,0.997133243
1527,361.9691046,162902.9366,0.496253487,16,14,4.485408879,56.81512536,4648.434305,4688.344586,0.929372982,0.832958337
1528,361.7794134,114528.74,0.587126204,10,8,3.967188595,48.83548017,5477.845887,5515.028147,0.956318788,0.799673747
1529,360.8987042,109031.4799,0.498969605,12,5,2.347415312,50.63449129,5280.640943,5341.943806,0.960582309,0.951074334
1530,364.9461098,129431.1264,0.430462909,12,10,2.516828335,53.53134951,5127.888931,5162.964768,0.788963567,0.880738694
1531,356.6508155,182820.2061,0.46961387,11,8,4.072388033,49.46306306,5520.048823,5565.51716,0.850159274,0.919193412
1532,355.1570834,159734.3209,0.456310449,20,15,3.307293397,46.17683599,5901.320668,5953.293958,0.828112727,0.977057809
1533,362.8724777,177325.949,0.42863868,10,6,1.851881616,45.05073431,6099.255541,6141.866339,0.75146987,0.965124865
1534,355.0617126,121889.1395,0.526901676,11,9,2.755720193,56.4635342,4660.382118,4698.71059,0.957139444,0.804835119
1535,357.9018803,104354.9457,0.437480346,14,3,4.485686527,51.51636375,5254.150823,5316.827634,0.893955378,0.992122363
1536,362.8002876,166030.5426,0.513598303,18,6,1.781585056,53.31204993,4965.903042,5021.395115,0.987794492,0.90167832
1537,361.8344559,144672.6957,0.589381493,19,12,3.943540392,46.64051361,5660.994389,5712.487521,0.999693001,0.880038967
